,Unnamed: 0,Price,ID,BRS,HAUNT,Wearables,Date
2236,236,2000.0,5063,528,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2130,130,599.0,4809,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1859,859,700.0,4300,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
15,15,1155.0,93,527,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1862,862,400.0,4303,462,1,"[88, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1882,882,1200.0,4320,526,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2614,614,1700.0,5790,545,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1836,836,500.0,4230,498,1,"[0, 0, 0, 94, 69, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1520,520,7249.999999999999,3513,554,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1516,516,790.0,3509,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2065,65,600.0,4660,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1737,737,700.0,4054,519,1,"[88, 0, 117, 90, 96, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4599,599,490.0,9826,481,1,"[0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1609,609,1900.0,3729,528,1,"[78, 0, 117, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
718,718,2900.0,1857,537,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2778,778,5000.0,6122,547,1,"[0, 0, 0, 0, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1132,132,1001.0,2745,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3860,860,599.0,8382,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3859,859,650.0,8382,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4395,395,500.0,9454,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4396,396,550.0,9454,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3726,726,12499.999999999998,8121,551,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3676,676,800.0,8060,518,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4426,426,700.0,9484,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3608,608,1250.0,7986,522,1,"[81, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
130,130,401.0,365,480,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3585,585,360.0,7918,483,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
132,132,401.0,368,507,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1198,198,325.0,2851,461,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1202,202,7000.0,2860,548,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1209,209,369.0,2867,453,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3924,924,2500.0,8517,546,1,"[0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3927,927,1000.0,8521,527,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
446,446,666.0,1231,517,1,"[88, 0, 0, 87, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
90,90,999.0,264,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
737,737,350.0,1883,484,1,"[88, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
811,811,1471.0,2110,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4304,304,333.0,9285,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4198,198,1000.0,9028,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4184,184,325.0,8970,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4166,166,600.0,8945,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4143,143,1399.0,8897,519,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1220,220,299.0,2870,436,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
852,852,399.0,2211,476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4322,322,300.0,9331,489,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
918,918,18000.0,2348,564,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4060,60,595.0,8763,515,1,"[91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4059,59,510.0,8763,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
453,453,350.0,1243,465,1,"[78, 0, 66, 87, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
4011,11,1250.0,8698,469,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3994,994,5252.0,8641,550,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
859,859,1200.0,2223,515,1,"[78, 0, 117, 77, 79, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3532,532,750.0,7833,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3620,620,6000.0,8011,553,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3182,182,700.0,7094,512,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
712,712,1666.0,1850,524,1,"[78, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3064,64,2345.0,6753,520,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1413,413,350.0,3253,450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2945,945,1800.0,6454,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3100,100,300.0,6801,478,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2877,877,699.0,6276,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3130,130,871.0,6904,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1298,298,568.0,2981,512,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
2845,845,499.0,6258,476,1,"[109, 0, 0, 108, 123, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3021,21,360.0,6611,416,1,"[91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1284,284,777.0,2936,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3437,437,1800.0,7657,527,1,"[88, 0, 66, 87, 64, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1285,285,1000.0,2936,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3345,345,349.0,7440,460,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
1292,292,500.0,2963,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
3186,186,700.0,7095,524,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-04
384,384,500.0,1151,491,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
628,628,350.0,1636,490,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
930,930,3500.0,2355,499,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1423,423,450.0,3263,501,1,"[0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1471,471,450.0,3389,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
377,377,379.0,1149,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1453,453,3200.0,3357,549,1,"[81, 0, 0, 80, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
471,471,395.0,1307,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
386,386,389.0,1153,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1000,0,2500.0,2505,557,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
472,472,500.0,1307,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1439,439,1500.0,3326,528,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
383,383,369.0,1151,491,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1941,941,270.0,4439,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1942,942,390.0,4439,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
376,376,329.0,1149,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1706,706,1100.0,3936,531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1839,839,399.0,4232,471,1,"[0, 0, 117, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1390,390,535.0,3204,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1291,291,799.0,2959,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1947,947,6500.0,4449,551,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
695,695,450.0,1788,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1470,470,350.0,3389,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
696,696,550.0,1788,509,1,"[0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1166,166,1100.0,2800,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1164,164,1100.0,2798,525,1,"[0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1648,648,2500.0,3817,455,1,"[112, 0, 117, 111, 106, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1644,644,1500.0,3816,451,1,"[85, 0, 117, 84, 69, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1302,302,499.0,2981,512,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1758,758,870.0,4089,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1768,768,900.0,4100,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1811,811,595.0,4161,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1813,813,400.0,4169,490,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1352,352,495.0,3089,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1130,130,300.0,2740,467,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1128,128,320.0,2740,467,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1127,127,300.0,2739,433,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1263,263,2300.0,2920,527,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1840,840,599.0,4236,513,1,"[0, 0, 0, 0, 121, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
1126,126,333.0,2739,433,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
394,394,250.0,1158,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
515,515,450.0,1412,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2004,4,335.0,4552,438,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2498,498,800.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2513,513,1200.0,5637,523,1,"[78, 0, 0, 94, 96, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4088,88,249.0,8790,415,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3059,59,500.0,6712,513,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4083,83,333.0,8790,415,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3995,995,5432.0,8641,550,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
85,85,999.0,238,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3928,928,444.0,8522,455,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2610,610,549.0,5788,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2611,611,550.0,5788,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2615,615,4900.0,5790,545,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3872,872,2499.0000000000005,8392,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
224,224,1299.0,728,511,1,"[0, 0, 0, 60, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2637,637,650.0,5865,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2638,638,799.0,5865,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2642,642,525.0,5874,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3843,843,444.0,8357,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3210,210,606.0,7149,496,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3341,341,555.0,7439,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3044,44,600.0,6659,518,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3043,43,500.0,6659,518,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3398,398,2350.0,7567,535,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2979,979,299.0,6537,422,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2404,404,349.0,5451,416,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
139,139,375.0,378,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
137,137,350.0,378,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3539,539,10000.0,7848,562,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2843,843,374.0,6257,478,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2842,842,330.0,6257,478,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2771,771,399.0,6108,481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2743,743,260.0,6051,467,1,"[0, 0, 0, 0, 76, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
138,138,395.0,378,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2394,394,449.0,5446,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
3183,183,500.0,7094,512,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4131,131,555.0,8868,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4130,130,888.0,8868,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4427,427,600.0,9484,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4289,289,410.0,9211,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4246,246,1299.0,9118,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4559,559,1750.0,9763,531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4594,594,1000.0,9823,524,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2113,113,2750.0,4764,543,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2250,250,666.0,5091,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2071,71,700.0,4670,524,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2276,276,1800.0,5146,526,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4605,605,598.0,9828,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4598,598,350.0,9824,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
2289,289,600.0,5161,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-05
4608,608,350.0,9830,487,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
1162,162,590.0,2791,495,1,"[78, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
560,560,499.0,1468,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3672,672,580.0,8059,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
562,562,399.0,1471,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
566,566,899.0,1473,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3565,565,1250.0,7890,514,1,"[68, 0, 0, 67, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
571,571,899.0,1477,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3562,562,3180.0,7889,538,1,"[0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
572,572,1399.0,1477,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
306,306,425.0,969,449,1,"[68, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3514,514,449.0,7749,473,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3561,561,2000.0,7889,538,1,"[78, 0, 0, 67, 69, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
1235,235,550.0,2884,509,1,"[0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
679,679,1000.0,1765,537,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
4609,609,420.0,9830,487,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
629,629,385.0,1636,490,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
680,680,1500.0,1765,537,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
3865,865,600.0,8387,485,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
682,682,500.0,1768,518,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
466,466,5500.0,1293,542,1,"[98, 0, 0, 90, 93, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
465,465,1800.0,1292,523,1,"[88, 0, 0, 104, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
4132,132,595.0,8868,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
884,884,300.0,2259,479,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
4138,138,688.0,8895,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
473,473,620.0,1307,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
885,885,365.0,2259,479,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
895,895,1480.0,2274,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
4220,220,920.0,9068,512,1,"[91, 0, 0, 94, 76, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-06
