,Unnamed: 0,Price,ID,BRS,HAUNT,Wearables,Date
131,131,483.0,365,480,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-12
2106,106,290.0,4753,414,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-12
115,115,1750.0,305,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-12
2390,390,2305.0,5441,546,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-12
179,179,455.0,518,483,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-12
411,411,1649.0,1173,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
371,371,470.0,1146,506,1,"[0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2110,110,299.0,4755,444,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1615,615,2787.0000000000005,3752,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
183,183,305.0,528,374,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2089,89,300.0,4703,371,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2563,563,1399.0,5722,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
4573,573,1000.0,9780,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3802,802,335.0,8276,488,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
4281,281,499.0,9177,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
503,503,389.0,1379,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3666,666,700.0,8055,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1963,963,377.0,4494,478,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1040,40,990.0,2613,485,1,"[88, 0, 117, 77, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1815,815,1399.0,4170,530,1,"[0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1419,419,6000.0,3256,550,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1241,241,1387.0,2889,512,1,"[22, 18, 66, 21, 26, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
542,542,3800.0,1448,553,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
216,216,545.0,674,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
116,116,1700.0,305,534,1,"[0, 0, 117, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3667,667,749.0,8055,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1619,619,260.0,3759,391,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
190,190,850.0,548,473,1,"[0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
60,60,8400.0,181,556,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3792,792,477.0,8261,505,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2593,593,750.0,5769,517,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3399,399,1679.0,7567,535,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
4050,50,700.0,8756,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2168,168,350.0,4861,451,1,"[91, 0, 0, 94, 64, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2169,169,335.0,4861,451,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2595,595,699.0,5771,519,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1677,677,9400.0,3874,559,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3288,288,678.0,7368,518,1,"[109, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
4315,315,1400.0,9299,531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2027,27,500.0,4615,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1620,620,299.0,3759,391,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1180,180,450.0,2812,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2090,90,325.0,4703,371,1,"[0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2128,128,1790.0,4799,537,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3719,719,360.0,8118,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2567,567,1500.0,5723,527,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2633,633,1680.0,5862,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2564,564,1499.0,5722,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
4307,307,730.0,9287,520,1,"[0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
2153,153,700.0,4844,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
1060,60,280.0,2662,469,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-13
3435,435,1333.0,7655,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
218,218,429.0,675,359,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
4548,548,999.0,9749,511,1,"[0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
780,780,19000.000000000004,1998,554,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1720,720,485.0,3960,440,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
400,400,350.0,1159,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
4225,225,428.0,9074,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1364,364,325.0,3125,443,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1993,993,3899.000000000001,4534,548,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1031,31,900.0,2582,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
3722,722,370.0,8120,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
2212,212,6289.999999999999,4992,554,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1192,192,5289.999999999999,2833,553,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
3169,169,700.0,7080,521,1,"[5, 0, 0, 60, 64, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
277,277,290.0,896,459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
278,278,355.0,896,459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
900,900,321.0,2281,376,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
242,242,5999.0,786,542,1,"[98, 0, 0, 97, 99, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
3376,376,490.0,7499,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1757,757,307.0,4082,443,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
349,349,355.0,1106,469,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
447,447,450.0,1234,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
2938,938,3800.0,6444,542,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
4531,531,400.0,9734,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1770,770,400.0,4103,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
2547,547,890.0,5699,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
3005,5,5750.000000000001,6581,553,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
725,725,5600.0,1866,542,1,"[105, 0, 117, 104, 106, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1929,929,321.0,4429,473,1,"[0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
3139,139,850.0,6942,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
4282,282,755.0,9177,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
413,413,355.0,1174,465,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-14
1007,7,285.0,2518,429,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1250,250,2300.0,2895,535,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3098,98,399.0,6796,499,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
270,270,1699.0,825,531,1,"[0, 0, 0, 94, 76, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1070,70,669.0,2676,519,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
301,301,2900.0,956,525,1,"[105, 0, 0, 104, 106, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
2107,107,305.0,4753,414,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
177,177,400.0,512,441,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
2255,255,388.0,5099,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
401,401,385.0,1159,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4449,449,250.0,9512,420,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4448,448,350.0,9512,420,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4447,447,425.0,9512,420,1,"[0, 0, 117, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4239,239,3499.0000000000005,9106,547,1,"[95, 0, 0, 94, 96, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4170,170,600.0,8947,513,1,"[0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4236,236,365.0,9094,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1230,230,1100.0,2881,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
2206,206,3332.9999999999995,4977,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3656,656,3300.0,8050,539,1,"[102, 18, 0, 101, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1173,173,310.0,2804,474,1,"[0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
663,663,750.0,1732,452,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
7,7,795.0,66,476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1799,799,299.0,4129,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
2884,884,365.0,6301,497,1,"[0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3273,273,390.0,7357,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
243,243,3850.0,786,542,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
356,356,400.0,1124,495,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
170,170,499.0,501,507,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4264,264,475.0,9145,516,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3754,754,800.0,8217,520,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3109,109,469.0,6850,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
2759,759,5500.0,6085,552,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
10,10,1150.0,68,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1743,743,1599.0,4059,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
16,16,1269.0,93,527,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
4378,378,335.0,9397,493,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
1707,707,1596.0,3936,531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3289,289,350.0,7370,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-15
3268,268,290.0,7356,432,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3269,269,280.0,7356,432,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
1309,309,499.0,3009,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
463,463,600.0,1291,488,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
1416,416,690.0,3254,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3681,681,400.0,8065,496,1,"[0, 0, 0, 39, 92, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
4450,450,285.0,9512,420,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
4452,452,1210.0,9513,533,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
2124,124,2700.0,4790,515,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
4265,265,550.0,9145,516,1,"[0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
583,583,999.0,1487,522,1,"[88, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
1593,593,470.0,3686,482,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
1930,930,525.0,4429,473,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3680,680,250.0,8063,489,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3274,274,439.0,7357,510,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
4223,223,510.0,9069,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3720,720,420.0,8118,497,1,"[0, 0, 0, 60, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
1994,994,3100.0,4534,548,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3290,290,450.0,7370,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
307,307,2499.0000000000005,970,540,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
2625,625,338.0,5813,432,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
274,274,1389.0,828,531,1,"[91, 0, 0, 90, 92, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
758,758,310.0,1958,486,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3286,286,285.0,7367,424,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3688,688,250.0,8067,483,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3281,281,299.0,7361,436,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3280,280,250.0,7361,436,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
2724,724,268.0,6004,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
3285,285,290.0,7367,424,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-16
878,878,1750.0,2251,537,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3703,703,2950.0,8084,541,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1771,771,350.0,4103,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1602,602,360.0,3711,503,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1606,606,300.0,3713,483,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
460,460,3500.0,1274,494,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3206,206,299.0,7146,375,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
4300,300,397.0,9280,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
2175,175,300.0,4875,455,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3207,207,1001.0,7148,506,1,"[115, 0, 117, 108, 64, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
4160,160,500.0,8926,519,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3712,712,350.0,8105,492,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
2725,725,299.0,6004,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3682,682,290.0,8065,496,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
2111,111,300.0,4755,444,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
2837,837,258.0,6239,484,1,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3277,277,275.0,7359,487,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
656,656,250.0,1715,460,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1446,446,450.0,3334,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
4242,242,5500.0,9111,556,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1455,455,450.0,3358,497,1,"[109, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
144,144,499.0,408,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1368,368,299.99,3131,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
2028,28,380.0,4615,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
659,659,298.0,1729,494,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1917,917,666.0,4406,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
4408,408,3352.9999999999995,9459,547,1,"[0, 0, 0, 94, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
4566,566,2500.0,9772,481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3275,275,240.0,7358,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1327,327,350.0,3050,455,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1945,945,2000.0,4448,510,1,"[0, 0, 0, 77, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1088,88,650.0,2696,517,1,"[40, 18, 36, 39, 44, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
3685,685,250.0,8066,462,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
29,29,450.0,111,451,1,"[95, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
672,672,299.0,1746,494,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1931,931,375.0,4429,473,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
403,403,589.0,1168,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
927,927,399.0,2353,450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-17
1518,518,375.0,3512,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-18
2758,758,3199.0000000000005,6083,546,1,"[81, 0, 0, 67, 110, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-18
2313,313,1400.0,5268,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2021-03-18
